symbol,timestamp,direction,composite_score,exit_pct,exit_reason,exit_bars,peak_pct,dd_pct
ALICEUSDT,2026-07-04T08:00:00+00:00,LONG,75.69462244381357,0.5184049079754678,breakeven_lock,1,1.5337423312883451,-1.5337423312883451
TLMUSDT,2026-06-20T08:00:00+00:00,LONG,60.11049472932845,3.1367521367521656,breakeven_lock,1,4.178537511870864,-2.279202279202273
TLMUSDT,2026-06-28T08:00:00+00:00,LONG,61.22092154356876,2.1514818880351188,breakeven_lock,1,3.1833150384193134,-2.5246981339187724
HYPERUSDT,2026-06-19T08:00:00+00:00,LONG,66.06534807937582,6.342398022249704,breakeven_lock,1,7.416563658838078,-1.1124845488257085
RECALLUSDT,2026-05-24T08:00:00+00:00,LONG,60.70638841926752,-0.2664304123711389,stop_loss,1,0.7409793814432911,-3.1572164948453665
RECALLUSDT,2026-07-03T08:00:00+00:00,LONG,65.51389696547506,0.7593373493975848,breakeven_lock,1,1.7771084337349405,-1.927710843373499
RESOLVUSDT,2026-06-16T08:00:00+00:00,LONG,67.99958845735722,0.09392265193369974,breakeven_lock,1,1.104972375690601,-4.419889502762442
RESOLVUSDT,2026-06-21T08:00:00+00:00,LONG,71.46847721540077,36.90285714285713,breakeven_lock,1,38.28571428571427,-0.5714285714285877
TOWNSUSDT,2026-06-15T08:00:00+00:00,LONG,67.65343748916231,-0.5925925925925892,stop_loss,1,0.41152263374485704,-2.4691358024691246
TOWNSUSDT,2026-07-15T08:00:00+00:00,LONG,64.81114724302337,6.542857142857132,breakeven_lock,1,7.619047619047619,-0.47619047619047744
OPNUSDT,2026-07-10T08:00:00+00:00,LONG,65.381837079864,2.000000000000006,breakeven_lock,1,2.086677367576248,-0.16051364365971568
OPNUSDT,2026-07-11T08:00:00+00:00,LONG,64.27065057917481,0.5348837209302295,breakeven_lock,1,1.5503875968992262,-1.5503875968992262
TUTUSDT,2026-06-05T08:00:00+00:00,LONG,62.07636256193359,2.0000000000000027,breakeven_lock,1,2.918287937743207,-3.2101167315174974
TUTUSDT,2026-06-13T08:00:00+00:00,LONG,62.90185566380857,-0.4448598130840966,stop_loss,1,0.5607476635514115,-1.0280373831775607
TUTUSDT,2026-06-24T08:00:00+00:00,LONG,64.36153098966486,-0.8168362627197154,stop_loss,1,0.18501387604069552,-6.4754856614246155
TUTUSDT,2026-07-12T08:00:00+00:00,SHORT,66.60385474135296,5.3765483071841595,breakeven_lock,1,6.440957886044601,-0.33030553261765794
TUTUSDT,2026-07-13T08:00:00+00:00,LONG,65.56035427189786,0.27228915662650527,breakeven_lock,1,1.2851405622489995,-2.6506024096385437
TUTUSDT,2026-07-14T08:00:00+00:00,LONG,67.85216980873471,2.123028391167184,breakeven_lock,1,3.1545741324921077,-0.7886435331230374
