symbol,label,composite_v1,peak,dd,final,pattern_score,patterns,rsi_value,rsi_divergence,macd_hist,macd_divergence,ema_alignment,rvol,volume_spike,vwap_distance_pct,price_above_vwap,atr_pct,atr_expanding,bb_squeeze,bb_breakout_above,momentum_1_pct,momentum_3_pct,momentum_6_pct,momentum_12_pct,momentum_acceleration,higher_highs,higher_lows,bos_up,in_range,candle_strength,big_wick_top,power_streak,mtf_alignment,btc_state,btc_momentum_12_pct
BTCUSDT,0,45.50347057524274,0.32084668557467677,-1.0738271513990765,-0.7125492651663117,0.0,[],59.93311494969255,-1.0,-13.673926055195011,0.0,0.0,0.479,0.0,1.0584254006299163,1.0,1.1082635814622501,0.0,0.0,0.0,-0.021923563116662305,-1.3037473602778566,0.6692620393191926,1.9859505891486458,-3.302819611581322,1.0,1.0,1.0,1.0,0.3969258103057759,0.0,0.0,0.8274145149788051,1.0,2.205346140478376
BTCUSDT,0,48.1030271631327,0.08762420636180568,-2.473730832128192,-1.686069812068595,0.0,[],58.93334594692136,-1.0,-94.12192266921988,0.0,0.0,0.644,0.0,0.9766410728035071,1.0,1.0942325668093824,0.0,0.0,0.0,0.845735976481462,0.0659302673570008,0.19510856893384027,0.8199432073968915,-0.06316292273447163,1.0,1.0,1.0,1.0,0.5167962608575253,0.0,1.0,0.7829617691718486,1.0,2.205346140478376
BTCUSDT,0,47.21804065051196,0.6069750114913284,-0.8627760047026889,-0.3848844207619041,0.0,[],46.20141768369825,-1.0,-235.23847216635306,0.0,0.0,1.448,0.0,-1.1684763332346473,0.0,1.1796129852714858,0.0,0.0,0.0,-1.2122797222340573,-1.1735027386678818,-2.225024741671962,-2.010262104264946,-0.10949457067272883,1.0,1.0,0.0,1.0,0.5367432931435658,0.0,0.0,0.5587656481204583,1.0,2.205346140478376
BTCUSDT,0,41.612723253465774,0.4186436017298732,-1.01107416943729,0.2815163862710246,0.0,[],47.17026012888651,-1.0,-295.0699924964075,0.0,0.0,0.543,0.0,-1.2822860194392118,0.0,1.1495570823620938,0.0,1.0,0.0,-0.17232707431650382,-1.064282989341087,-1.7692487138875588,-1.1118275845915586,-0.35173372417477533,1.0,1.0,0.0,1.0,0.4455647651953948,0.0,0.0,0.5729803651056601,1.0,2.205346140478376
BTCUSDT,0,44.251150257553505,1.0196354527474087,-0.1667369456743278,0.6244666325311626,0.0,[],45.062989220929246,0.0,-328.4593756075094,0.0,0.0,0.728,0.0,-1.6391995896406046,0.0,1.1205773530877419,0.0,0.0,0.0,0.13012251370808744,-0.5760997283518482,-2.252456096813294,-2.061742262735809,1.109970083716747,1.0,1.0,0.0,1.0,0.4317416456555288,0.0,0.0,0.5693184248265488,1.0,2.205346140478376
BTCUSDT,0,45.347842299669324,0.5098693363899797,-0.5008601182877886,0.3042420439994327,0.0,[],49.03330177206381,0.0,-245.9233554091848,0.0,0.0,1.092,0.0,-0.9904835531343206,0.0,1.1008062606345723,0.0,0.0,0.0,-0.11353434317284741,0.705325598447318,0.31772648934134456,-1.9143677453293078,1.0902100192092221,1.0,0.0,0.0,1.0,0.5641577787837956,0.0,0.0,0.569266137976636,1.0,2.205346140478376
BTCUSDT,0,29.28401911998855,0.5904243466120568,-0.0789593427968896,0.1899039531670941,0.0,[],49.521501859661974,0.0,-180.16130638370325,0.0,0.0,0.425,0.0,-0.816445262595437,0.0,1.023399140474295,0.0,0.0,0.0,0.01643801651757878,-0.04743788671817405,0.2339449541284382,-1.5394428278512429,-0.32895427298919866,1.0,0.0,0.0,1.0,0.3239021127936697,1.0,0.0,0.5853503458219101,1.0,2.205346140478376
BTCUSDT,0,28.24811791307752,1.0540842649180606,-0.07805169410318315,0.8845193900251372,0.0,[],49.78195515062683,0.0,-120.63635730567634,0.0,0.0,0.461,0.0,-0.6988331105313513,0.0,0.963992399838107,0.0,0.0,0.0,-0.19292406096937964,0.06097531316728702,0.6858227161832607,-1.5820812362140335,-0.5634913193638756,1.0,0.0,0.0,1.0,0.3159089194830643,1.0,0.0,0.5823240647715163,1.0,2.205346140478376
BTCUSDT,0,43.57468304573137,0.6788204637596493,-0.05031795183584038,0.3068252601085459,0.0,[],53.04633427068119,0.0,-64.30558725027097,0.0,0.0,0.405,0.0,-0.23033665662827219,0.0,0.8841463325043221,0.0,0.0,0.0,0.2270943498238629,0.17909045535949192,0.4838773678209183,0.8031412637357574,-0.1251515886399408,0.0,0.0,0.0,1.0,0.4672346705042238,0.0,0.0,0.5754473247131525,1.0,2.205346140478376
BTCUSDT,0,44.85446500659455,0.36812827225130895,-0.13092723702997347,0.17702383785499837,0.0,[],53.958761090522515,0.0,-2.8188757023989695,0.0,0.0,0.291,0.0,0.33711639845628766,1.0,0.8372343475884475,0.0,1.0,0.0,-0.3213797336546429,0.4143855794714321,0.6050764672352968,0.8404369672274506,0.22448162630433802,0.0,0.0,0.0,1.0,0.6281933173412342,0.0,0.0,0.5771350747178041,1.0,2.205346140478376
BTCUSDT,0,45.52869860797546,1.0491971241584632,-0.05576197588140222,0.8692526582311128,0.0,[],54.464565153328515,0.0,15.401651568164283,0.0,0.0,0.446,0.0,0.5333261736153825,1.0,0.7632289297263434,0.0,1.0,0.0,-0.04825750541627474,-0.2501898972207547,0.6321165146515811,1.3222744294850681,-1.134709287245892,0.0,0.0,0.0,1.0,0.4319082459037912,0.0,0.0,0.8151471096724724,1.0,2.205346140478376
BTCUSDT,0,49.74223560170247,1.295241838414107,-1.397995529244149,-0.8376403252352125,0.0,[],61.915539829628685,0.0,61.649518220661605,0.0,0.0,0.597,0.0,1.4667867753245276,1.0,0.733526631828958,0.0,1.0,1.0,0.7383951887882896,0.7960383782110801,1.105306085144136,1.5945317789562141,0.48921311810253426,0.0,0.0,0.0,1.0,0.544474666780312,0.0,1.0,0.5697015101050157,1.0,2.205346140478376
BTCUSDT,0,56.789505085734014,0.20668998254228466,-2.0497243160449443,-1.2323671257831212,0.0,[],68.83423380500237,0.0,140.5240715258509,0.0,0.0,1.84,0.0,2.3054448799296523,1.0,0.8520099404410066,0.0,1.0,1.0,0.9482817688390907,1.7184348367916256,1.8985007139457495,2.5150645622314265,1.5414109989366271,0.0,0.0,0.0,1.0,0.6354306428764239,0.0,0.0,0.5746378819024874,1.0,2.205346140478376
