symbol,timestamp,direction,composite_score,exit_pct,exit_reason,exit_bars,peak_pct,dd_pct
ALICEUSDT,2026-07-04T08:00:00+00:00,LONG,75.69462244381357,0.010736196319029143,breakeven_lock,1,1.5337423312883451,-1.5337423312883451
TLMUSDT,2026-06-20T08:00:00+00:00,LONG,60.11049472932845,2.615859449192795,breakeven_lock,1,4.178537511870864,-2.279202279202273
HYPERUSDT,2026-06-19T08:00:00+00:00,LONG,66.06534807937582,5.805315203955509,breakeven_lock,1,7.416563658838078,-1.1124845488257085
RECALLUSDT,2026-05-24T08:00:00+00:00,LONG,60.70638841926752,-0.770135309278365,stop_loss,1,0.7409793814432911,-3.1572164948453665
RECALLUSDT,2026-06-08T08:00:00+00:00,LONG,63.08006400941838,-0.7539762686190294,stop_loss,2,0.7573844988639274,-0.9341075485988445
RESOLVUSDT,2026-06-15T08:00:00+00:00,LONG,70.38684318745243,2.0000000000000013,breakeven_lock,1,2.7173913043478284,-1.6304347826086858
RESOLVUSDT,2026-06-16T08:00:00+00:00,LONG,67.99958845735722,-0.41160220994476043,stop_loss,1,1.104972375690601,-4.419889502762442
RESOLVUSDT,2026-06-21T08:00:00+00:00,LONG,71.46847721540077,36.21142857142856,breakeven_lock,1,38.28571428571427,-0.5714285714285877
TOWNSUSDT,2026-06-11T08:00:00+00:00,LONG,61.95117600887547,-0.21521739130435186,stop_loss,1,1.3043478260869599,-1.7391304347826133
TOWNSUSDT,2026-06-15T08:00:00+00:00,LONG,67.65343748916231,-1.0946502057613123,stop_loss,1,0.41152263374485704,-2.4691358024691246
TOWNSUSDT,2026-07-15T08:00:00+00:00,LONG,64.76064219251833,6.004761904761909,breakeven_lock,1,7.619047619047619,-0.47619047619047744
OPNUSDT,2026-07-10T08:00:00+00:00,LONG,65.36264848337277,2.000000000000006,breakeven_lock,1,2.086677367576248,-0.16051364365971568
OPNUSDT,2026-07-11T08:00:00+00:00,LONG,64.25146198268358,0.027131782945742054,breakeven_lock,1,1.5503875968992262,-1.5503875968992262
TUTUSDT,2026-06-05T08:00:00+00:00,LONG,62.07636256193359,2.0000000000000027,breakeven_lock,1,2.918287937743207,-3.2101167315174974
TUTUSDT,2026-06-13T08:00:00+00:00,LONG,62.90185566380857,-0.9476635514018669,stop_loss,1,0.5607476635514115,-1.0280373831775607
TUTUSDT,2026-06-24T08:00:00+00:00,LONG,64.37022448196493,-1.3177613320999126,stop_loss,1,0.18501387604069552,-6.4754856614246155
TUTUSDT,2026-07-12T08:00:00+00:00,SHORT,66.61254823365302,4.844343517753932,breakeven_lock,1,6.440957886044601,-0.33030553261765794
TUTUSDT,2026-07-13T08:00:00+00:00,LONG,65.56904776419793,-0.2341365461847418,stop_loss,1,1.2851405622489995,-2.6506024096385437
TUTUSDT,2026-07-14T08:00:00+00:00,LONG,67.86086330103475,1.9999999999999973,breakeven_lock,1,3.1545741324921077,-0.7886435331230374
