symbol,ts,label,composite,sub_scores
ADAUSDT,2026-05-07 20:00:00+00:00,0,54.46132902581134,"{'technical': 54.305964876961305, 'momentum': 0, 'volume': 21.65, 'vwap': 0, 'atr_bb': 35.77789678700151, 'structure': 60.0, 'candle': 37.09011153478801, 'mtf': 82.67723699263551, 'pattern': 50.0}"
AVAXUSDT,2026-05-07 20:00:00+00:00,0,57.59812540712049,"{'technical': 53.8576420137242, 'momentum': 0, 'volume': 32.0, 'vwap': 0.14481872911126104, 'atr_bb': 34.27784272272428, 'structure': 50.0, 'candle': 44.53102453102458, 'mtf': 80.6746546102016, 'pattern': 50.0}"
XRPUSDT,2026-05-07 20:00:00+00:00,0,26.88290146394972,"{'technical': 41.09842358084663, 'momentum': 0, 'volume': 32.15, 'vwap': 0, 'atr_bb': 24.90505748035586, 'structure': 60.0, 'candle': 31.71711866564789, 'mtf': 57.13594958983514, 'pattern': 50.0}"
ACEUSDT,2026-05-07 20:00:00+00:00,0,58.31674882629215,"{'technical': 62.82207172689591, 'momentum': 0.7692307692307698, 'volume': 13.15, 'vwap': 0.8411959424861195, 'atr_bb': 70.07719758738047, 'structure': 50.0, 'candle': 51.388888888888886, 'mtf': 84.06901041666669, 'pattern': 50.0}"
TUTUSDT,2026-05-07 20:00:00+00:00,0,55.73219310159122,"{'technical': 58.31155509798702, 'momentum': 1.7543859649122755, 'volume': 42.8, 'vwap': 0.5167227469026325, 'atr_bb': 91.61326177285318, 'structure': 50.0, 'candle': 53.62547307390286, 'mtf': 83.06247692064215, 'pattern': 50.0}"
ETHUSDT,2026-05-07 20:00:00+00:00,0,51.3393786306589,"{'technical': 38.881911410469506, 'momentum': 0, 'volume': 58.550000000000004, 'vwap': 0, 'atr_bb': 28.35166410370977, 'structure': 60.0, 'candle': 37.58095591087019, 'mtf': 57.86492228917004, 'pattern': 50.0}"
XRPUSDT,2026-05-08 04:00:00+00:00,1,40.01033095788912,"{'technical': 40.073623682378766, 'momentum': 0, 'volume': 33.800000000000004, 'vwap': 0, 'atr_bb': 23.515532813723418, 'structure': 60.0, 'candle': 33.597618340265555, 'mtf': 57.29260876097925, 'pattern': 50.0}"
BREVUSDT,2026-05-08 04:00:00+00:00,0,62.48832518453511,"{'technical': 60.52897905666713, 'momentum': 0, 'volume': 59.0, 'vwap': 4.272540819543192, 'atr_bb': 48.67616382324549, 'structure': 60.0, 'candle': 38.35254251920917, 'mtf': 57.35785814290122, 'pattern': 50.0}"
SOLUSDT,2026-05-08 04:00:00+00:00,1,59.84492483254515,"{'technical': 56.37891976411782, 'momentum': 0, 'volume': 37.45, 'vwap': 0.4993900120211227, 'atr_bb': 29.63490057066355, 'structure': 60.0, 'candle': 36.61816006190659, 'mtf': 79.83157306312566, 'pattern': 50.0}"
BTCUSDT,2026-05-08 04:00:00+00:00,0,42.45827292673932,"{'technical': 45.062989220929246, 'momentum': 0, 'volume': 36.4, 'vwap': 0, 'atr_bb': 22.41154706175484, 'structure': 60.0, 'candle': 43.17416456555288, 'mtf': 56.93184248265488, 'pattern': 50.0}"
RECALLUSDT,2026-05-08 04:00:00+00:00,0,65.98196292722871,"{'technical': 61.29974169480351, 'momentum': 2.5747040030069464, 'volume': 50.05, 'vwap': 2.6697816293314176, 'atr_bb': 69.360502263188, 'structure': 60.0, 'candle': 41.02937629330583, 'mtf': 61.40067434827843, 'pattern': 50.0}"
ETHUSDT,2026-05-08 04:00:00+00:00,0,54.39627885421515,"{'technical': 37.58289077693959, 'momentum': 0, 'volume': 52.65, 'vwap': 0, 'atr_bb': 27.288781632774352, 'structure': 60.0, 'candle': 42.849281561225496, 'mtf': 49.5602876744636, 'pattern': 50.0}"
DOTUSDT,2026-05-08 04:00:00+00:00,1,60.476573798236856,"{'technical': 62.79517019939633, 'momentum': 1.0719754977029106, 'volume': 39.35, 'vwap': 1.7599530342415015, 'atr_bb': 38.280395160737854, 'structure': 60.0, 'candle': 51.23857623857639, 'mtf': 80.99431818181819, 'pattern': 50.0}"
ADAUSDT,2026-05-08 04:00:00+00:00,1,57.57750455724403,"{'technical': 53.20289517499019, 'momentum': 0, 'volume': 22.2, 'vwap': 0, 'atr_bb': 33.73860730685348, 'structure': 50.0, 'candle': 36.527623798965294, 'mtf': 80.80782255561999, 'pattern': 50.0}"
BNBUSDT,2026-05-08 04:00:00+00:00,0,48.63380679433037,"{'technical': 50.37623321229659, 'momentum': 0, 'volume': 44.5, 'vwap': 0, 'atr_bb': 23.269928111030378, 'structure': 50.0, 'candle': 48.06268055920739, 'mtf': 56.94462554549364, 'pattern': 50.0}"
OPNUSDT,2026-05-08 04:00:00+00:00,1,66.28566933686335,"{'technical': 64.99717836519932, 'momentum': 5.818965517241382, 'volume': 29.25, 'vwap': 7.272606669215056, 'atr_bb': 73.68275842063484, 'structure': 60.0, 'candle': 61.188845227980714, 'mtf': 63.334912470673146, 'pattern': 50.0}"
SATSUSDT,2026-05-08 04:00:00+00:00,0,62.45280746099914,"{'technical': 56.612168031123126, 'momentum': 0.45103092783505133, 'volume': 51.449999999999996, 'vwap': 1.3455732942227052, 'atr_bb': 61.87325065578888, 'structure': 60.0, 'candle': 46.031746031746, 'mtf': 81.76086029484397, 'pattern': 50.0}"
HYPERUSDT,2026-05-08 04:00:00+00:00,0,50.64119007981489,"{'technical': 44.446128129558055, 'momentum': 1.7657992565055753, 'volume': 48.0, 'vwap': 0, 'atr_bb': 56.141017733487516, 'structure': 50.0, 'candle': 46.85668276972633, 'mtf': 52.3086868714436, 'pattern': 50.0}"
DOGEUSDT,2026-05-08 04:00:00+00:00,0,47.69480330465351,"{'technical': 34.99464554616473, 'momentum': 0, 'volume': 39.15, 'vwap': 0, 'atr_bb': 37.678186762030094, 'structure': 60.0, 'candle': 36.915017621809945, 'mtf': 54.87456361848362, 'pattern': 50.0}"
ACEUSDT,2026-05-08 04:00:00+00:00,1,36.405873234559884,"{'technical': 56.02544485713183, 'momentum': 0, 'volume': 8.05, 'vwap': 0, 'atr_bb': 65.63198375996741, 'structure': 50.0, 'candle': 47.22222222222222, 'mtf': 81.58299080054803, 'pattern': 50.0}"
TUTUSDT,2026-05-08 04:00:00+00:00,0,47.68953645548158,"{'technical': 58.992077715187854, 'momentum': 0, 'volume': 40.6, 'vwap': 2.18160444140218, 'atr_bb': 88.12556424177535, 'structure': 50.0, 'candle': 32.43906299461848, 'mtf': 83.63449199429814, 'pattern': 50.0}"
AVAXUSDT,2026-05-08 04:00:00+00:00,1,59.91709646155957,"{'technical': 54.23918003698902, 'momentum': 0.4223864836325147, 'volume': 34.949999999999996, 'vwap': 0, 'atr_bb': 32.41114427956277, 'structure': 50.0, 'candle': 48.82154882154883, 'mtf': 82.49565020029522, 'pattern': 50.0}"
LINKUSDT,2026-05-08 04:00:00+00:00,1,56.812174778177756,"{'technical': 57.84920417299617, 'momentum': 0.10111223458038206, 'volume': 19.5, 'vwap': 0.2339424712827963, 'atr_bb': 33.233480504378946, 'structure': 50.0, 'candle': 47.402597402597344, 'mtf': 80.49090749798114, 'pattern': 50.0}"
TLMUSDT,2026-05-08 04:00:00+00:00,1,64.89279028603443,"{'technical': 54.43160690553439, 'momentum': 0, 'volume': 85.15, 'vwap': 0, 'atr_bb': 43.4713207406244, 'structure': 60.0, 'candle': 35.55059523809545, 'mtf': 89.29667519181584, 'pattern': 50.0}"
WCTUSDT,2026-05-08 04:00:00+00:00,0,59.531609690604135,"{'technical': 59.12448482695618, 'momentum': 0, 'volume': 36.55, 'vwap': 3.051696611952991, 'atr_bb': 53.404892561819466, 'structure': 60.0, 'candle': 41.18055555555587, 'mtf': 79.0690637145456, 'pattern': 50.0}"
ETHUSDT,2026-05-08 12:00:00+00:00,0,49.26524867296058,"{'technical': 41.2837200906487, 'momentum': 0.627095437869717, 'volume': 55.1, 'vwap': 0, 'atr_bb': 26.394287662090264, 'structure': 60.0, 'candle': 57.73075700787875, 'mtf': 49.664015508154804, 'pattern': 50.0}"
BNBUSDT,2026-05-08 12:00:00+00:00,0,47.33708369714221,"{'technical': 56.85915435664664, 'momentum': 0.6974743920556606, 'volume': 30.65, 'vwap': 0.3070122352238695, 'atr_bb': 22.41664869607352, 'structure': 50.0, 'candle': 64.48273131793786, 'mtf': 79.44881774206459, 'pattern': 50.0}"
OPNUSDT,2026-05-08 12:00:00+00:00,1,65.60798274514856,"{'technical': 68.63385423876261, 'momentum': 4.458268532918623, 'volume': 20.549999999999997, 'vwap': 9.03529019077278, 'atr_bb': 72.85786814185303, 'structure': 60.0, 'candle': 55.04302897395007, 'mtf': 66.91770186335404, 'pattern': 50.0}"
BTCUSDT,2026-05-08 12:00:00+00:00,0,44.44962615215087,"{'technical': 49.03330177206381, 'momentum': 0.705325598447318, 'volume': 54.6, 'vwap': 0, 'atr_bb': 22.016125212691446, 'structure': 60.0, 'candle': 56.41577787837956, 'mtf': 56.926613797663606, 'pattern': 50.0}"
SOLUSDT,2026-05-08 12:00:00+00:00,1,60.65917503024617,"{'technical': 63.23704240883834, 'momentum': 1.5529358422126553, 'volume': 41.0, 'vwap': 1.6741084033638238, 'atr_bb': 28.779755728026867, 'structure': 60.0, 'candle': 63.00148990022445, 'mtf': 83.09791063213189, 'pattern': 50.0}"
SATSUSDT,2026-05-08 12:00:00+00:00,0,57.807668657196366,"{'technical': 58.795622767151094, 'momentum': 0.06365372374284795, 'volume': 31.1, 'vwap': 1.9764145164165297, 'atr_bb': 57.608295761058784, 'structure': 60.0, 'candle': 43.677248677248755, 'mtf': 57.25525804216777, 'pattern': 50.0}"
BREVUSDT,2026-05-08 12:00:00+00:00,1,60.55705613092202,"{'technical': 60.44608102663873, 'momentum': 0, 'volume': 54.85, 'vwap': 3.8440673588667678, 'atr_bb': 46.71663794693755, 'structure': 60.0, 'candle': 53.02328843995498, 'mtf': 45.797358244358605, 'pattern': 50.0}"
AVAXUSDT,2026-05-08 12:00:00+00:00,1,57.43938432447474,"{'technical': 64.60816253362785, 'momentum': 3.0590717299577967, 'volume': 68.7, 'vwap': 2.386443012967756, 'atr_bb': 32.790334308832975, 'structure': 50.0, 'candle': 69.54665704665717, 'mtf': 83.38292246911186, 'pattern': 50.0}"
TLMUSDT,2026-05-08 12:00:00+00:00,1,68.2359911088953,"{'technical': 61.35432388627626, 'momentum': 0.8598887202832618, 'volume': 85.5, 'vwap': 1.9395975814317152, 'atr_bb': 42.52014674339801, 'structure': 60.0, 'candle': 56.70370370370389, 'mtf': 88.82016890213612, 'pattern': 50.0}"
ADAUSDT,2026-05-08 12:00:00+00:00,1,62.80557313661075,"{'technical': 64.13633037318203, 'momentum': 2.9782359679266794, 'volume': 37.75, 'vwap': 2.0188577806201304, 'atr_bb': 33.49996286115987, 'structure': 50.0, 'candle': 69.66746267018027, 'mtf': 81.99924611766502, 'pattern': 50.0}"
LINKUSDT,2026-05-08 12:00:00+00:00,1,66.426745918192,"{'technical': 65.01866190391942, 'momentum': 2.4365482233502562, 'volume': 67.25, 'vwap': 1.7476458977722227, 'atr_bb': 32.67679468046579, 'structure': 50.0, 'candle': 71.96969696969704, 'mtf': 82.05628568344585, 'pattern': 50.0}"
DOGEUSDT,2026-05-08 12:00:00+00:00,0,50.681612117389435,"{'technical': 43.074640830099135, 'momentum': 1.55046043976696, 'volume': 43.75, 'vwap': 0, 'atr_bb': 36.44219403007525, 'structure': 60.0, 'candle': 58.9491033755273, 'mtf': 57.334461017035885, 'pattern': 50.0}"
DOTUSDT,2026-05-08 12:00:00+00:00,0,70.2156844763613,"{'technical': 71.3417399408056, 'momentum': 3.8226299694189634, 'volume': 100, 'vwap': 3.952774930399996, 'atr_bb': 39.54491356007259, 'structure': 60.0, 'candle': 64.54191033138387, 'mtf': 84.83449773957929, 'pattern': 50.0}"
ACEUSDT,2026-05-08 12:00:00+00:00,0,66.28271719837645,"{'technical': 70.1449852093004, 'momentum': 5.426356589147292, 'volume': 100, 'vwap': 4.809129889346313, 'atr_bb': 66.13306114762341, 'structure': 50.0, 'candle': 41.666666666666664, 'mtf': 62.63551720776056, 'pattern': 50.0}"
WCTUSDT,2026-05-08 12:00:00+00:00,1,64.32060152794624,"{'technical': 61.66322624674309, 'momentum': 0, 'volume': 73.55000000000001, 'vwap': 3.5070853568809346, 'atr_bb': 56.441280113387535, 'structure': 60.0, 'candle': 42.05206131078242, 'mtf': 57.29792735366828, 'pattern': 50.0}"
TUTUSDT,2026-05-08 12:00:00+00:00,1,45.63809308146878,"{'technical': 55.744375066098115, 'momentum': 0, 'volume': 28.499999999999996, 'vwap': 1.3150882116223288, 'atr_bb': 84.64336510599814, 'structure': 50.0, 'candle': 37.46141975308642, 'mtf': 76.07862871500058, 'pattern': 50.0}"
RECALLUSDT,2026-05-08 12:00:00+00:00,0,57.77104632709511,"{'technical': 57.742499574115186, 'momentum': 0.48381094157051785, 'volume': 36.85, 'vwap': 1.5647191983251894, 'atr_bb': 69.26140023485367, 'structure': 60.0, 'candle': 41.2139219015279, 'mtf': 58.930684094724164, 'pattern': 50.0}"
HYPERUSDT,2026-05-08 12:00:00+00:00,0,53.8296618937735,"{'technical': 49.77267960457486, 'momentum': 2.0202020202020274, 'volume': 50.0, 'vwap': 2.4663871596435647, 'atr_bb': 54.084277983938605, 'structure': 50.0, 'candle': 52.53859998105527, 'mtf': 51.45220899235016, 'pattern': 50.0}"
XRPUSDT,2026-05-08 12:00:00+00:00,0,42.913632810234,"{'technical': 47.464365687684015, 'momentum': 0.8663008951775926, 'volume': 47.15, 'vwap': 0, 'atr_bb': 22.58593891683956, 'structure': 60.0, 'candle': 60.961313818456084, 'mtf': 50.72731936427242, 'pattern': 50.0}"
ETHUSDT,2026-05-08 20:00:00+00:00,0,48.1346828947394,"{'technical': 45.787083769114936, 'momentum': 0.5049074917119434, 'volume': 44.55, 'vwap': 0, 'atr_bb': 25.606267247813076, 'structure': 60.0, 'candle': 52.16634002947336, 'mtf': 51.67579692412277, 'pattern': 50.0}"
OPNUSDT,2026-05-08 20:00:00+00:00,1,69.05538651599353,"{'technical': 66.16349365750204, 'momentum': 1.3131313131313085, 'volume': 46.25, 'vwap': 7.612814833025464, 'atr_bb': 68.53585704032271, 'structure': 60.0, 'candle': 53.0325721917507, 'mtf': 92.12697761265675, 'pattern': 50.0}"
XRPUSDT,2026-05-08 20:00:00+00:00,0,48.57216947188356,"{'technical': 57.004673230849434, 'momentum': 1.9333045853097544, 'volume': 41.349999999999994, 'vwap': 0.3560407171052605, 'atr_bb': 23.67215091302461, 'structure': 60.0, 'candle': 54.59304831793992, 'mtf': 84.2787532282695, 'pattern': 50.0}"
RECALLUSDT,2026-05-08 20:00:00+00:00,0,45.99307114682222,"{'technical': 57.35675454926272, 'momentum': 0.1857355126300202, 'volume': 40.2, 'vwap': 1.257073877301936, 'atr_bb': 63.937210897905686, 'structure': 50.0, 'candle': 23.12060864692434, 'mtf': 83.64479216340101, 'pattern': 50.0}"
BNBUSDT,2026-05-08 20:00:00+00:00,0,47.4405845527511,"{'technical': 61.37014020911803, 'momentum': 1.2978706809141332, 'volume': 24.95, 'vwap': 0.8892712593411404, 'atr_bb': 21.793787418599976, 'structure': 50.0, 'candle': 61.47061932752664, 'mtf': 81.52843976743092, 'pattern': 50.0}"
WCTUSDT,2026-05-08 20:00:00+00:00,0,67.51604219940963,"{'technical': 68.27049947636041, 'momentum': 4.202898550724637, 'volume': 55.25, 'vwap': 6.264026027678915, 'atr_bb': 55.269855610521226, 'structure': 60.0, 'candle': 49.88176752410938, 'mtf': 85.95011753867657, 'pattern': 50.0}"
SATSUSDT,2026-05-08 20:00:00+00:00,0,65.66700890886646,"{'technical': 62.95365312334287, 'momentum': 2.5016035920461976, 'volume': 34.2, 'vwap': 3.284689327292175, 'atr_bb': 53.05318101149706, 'structure': 60.0, 'candle': 63.8429406850462, 'mtf': 83.7566048132043, 'pattern': 50.0}"
HYPERUSDT,2026-05-08 20:00:00+00:00,0,56.85906979377299,"{'technical': 53.67784193093815, 'momentum': 1.7210144927536222, 'volume': 61.8, 'vwap': 3.4638031903452333, 'atr_bb': 49.806503852592044, 'structure': 50.0, 'candle': 55.886243386243386, 'mtf': 44.67527605889872, 'pattern': 50.0}"
ADAUSDT,2026-05-08 20:00:00+00:00,0,55.283380248327944,"{'technical': 68.34649427708209, 'momentum': 3.4417549167927364, 'volume': 59.0, 'vwap': 2.7550985386765823, 'atr_bb': 35.27039617277288, 'structure': 50.0, 'candle': 56.688163095485756, 'mtf': 87.52284341399334, 'pattern': 50.0}"
DOGEUSDT,2026-05-08 20:00:00+00:00,0,50.83566114758685,"{'technical': 49.18294397094562, 'momentum': 1.973929236499079, 'volume': 23.65, 'vwap': 0, 'atr_bb': 34.84006446461692, 'structure': 60.0, 'candle': 66.6689618955285, 'mtf': 61.40097311070814, 'pattern': 50.0}"
SOLUSDT,2026-05-08 20:00:00+00:00,0,62.03150128691236,"{'technical': 69.43975430511173, 'momentum': 3.8018953068592105, 'volume': 34.75, 'vwap': 3.6099744992952183, 'atr_bb': 30.612574018623405, 'structure': 60.0, 'candle': 71.12765961796366, 'mtf': 61.88297562716727, 'pattern': 50.0}"
TUTUSDT,2026-05-08 20:00:00+00:00,0,63.224937020416704,"{'technical': 63.05492337296414, 'momentum': 4.852160727824108, 'volume': 34.949999999999996, 'vwap': 5.308849466185103, 'atr_bb': 77.56413916048668, 'structure': 50.0, 'candle': 63.80621693121713, 'mtf': 85.72188404303822, 'pattern': 50.0}"
ACEUSDT,2026-05-08 20:00:00+00:00,1,58.04347317013836,"{'technical': 66.39990710329904, 'momentum': 5.426356589147292, 'volume': 20.25, 'vwap': 4.1413065856560625, 'atr_bb': 66.10152601354204, 'structure': 50.0, 'candle': 54.166666666666664, 'mtf': 88.69377376191181, 'pattern': 50.0}"
DOTUSDT,2026-05-08 20:00:00+00:00,0,46.13286346573952,"{'technical': 74.07096217585499, 'momentum': 3.8548752834467237, 'volume': 50.0, 'vwap': 4.14518531008069, 'atr_bb': 39.76783394180472, 'structure': 60.0, 'candle': 50.94831673779067, 'mtf': 63.37778618493648, 'pattern': 50.0}"
TLMUSDT,2026-05-08 20:00:00+00:00,1,73.2109230757278,"{'technical': 66.43998531843599, 'momentum': 3.6641221374045805, 'volume': 81.3, 'vwap': 3.4629427926015364, 'atr_bb': 40.607671772391186, 'structure': 60.0, 'candle': 70.96600877192992, 'mtf': 93.79362670713203, 'pattern': 50.0}"
BTCUSDT,2026-05-08 20:00:00+00:00,0,28.743113495129123,"{'technical': 49.521501859661974, 'momentum': 0, 'volume': 21.25, 'vwap': 0, 'atr_bb': 20.4679828094859, 'structure': 60.0, 'candle': 32.39021127936697, 'mtf': 58.53503458219102, 'pattern': 50.0}"
LINKUSDT,2026-05-08 20:00:00+00:00,0,59.23229525411295,"{'technical': 70.76971817329573, 'momentum': 4.128902316213496, 'volume': 51.7, 'vwap': 3.0623920027715585, 'atr_bb': 35.31993696812315, 'structure': 50.0, 'candle': 62.836631453652636, 'mtf': 86.40742921886303, 'pattern': 50.0}"
BREVUSDT,2026-05-08 20:00:00+00:00,0,62.901880191815295,"{'technical': 63.433704769824246, 'momentum': 0.6976744186046389, 'volume': 58.4, 'vwap': 4.3495371654337, 'atr_bb': 44.271665491043066, 'structure': 60.0, 'candle': 50.757575757575765, 'mtf': 51.68406939519494, 'pattern': 50.0}"
AVAXUSDT,2026-05-08 20:00:00+00:00,0,55.852054010054225,"{'technical': 68.53365957095706, 'momentum': 3.232533889468201, 'volume': 54.7, 'vwap': 3.111012200885104, 'atr_bb': 33.5606600120302, 'structure': 50.0, 'candle': 52.95238095238118, 'mtf': 85.88403325851151, 'pattern': 50.0}"
TLMUSDT,2026-05-09 04:00:00+00:00,0,59.00602714493173,"{'technical': 65.33456846986365, 'momentum': 1.4413518886679895, 'volume': 34.5, 'vwap': 3.23763458928633, 'atr_bb': 39.04476804752821, 'structure': 60.0, 'candle': 53.95901416121986, 'mtf': 52.334605597964355, 'pattern': 50.0}"
RECALLUSDT,2026-05-09 04:00:00+00:00,0,55.831595866523706,"{'technical': 56.27078487591369, 'momentum': 0, 'volume': 42.449999999999996, 'vwap': 1.0362298263720178, 'atr_bb': 60.279043647347564, 'structure': 50.0, 'candle': 37.488162878787804, 'mtf': 80.25538632986627, 'pattern': 50.0}"
OPNUSDT,2026-05-09 04:00:00+00:00,1,64.17674556457224,"{'technical': 64.33168776421047, 'momentum': 1.6591251885369518, 'volume': 40.9, 'vwap': 7.168471642787824, 'atr_bb': 70.04737438853219, 'structure': 60.0, 'candle': 51.27147630699608, 'mtf': 81.54857397504455, 'pattern': 50.0}"
XRPUSDT,2026-05-09 04:00:00+00:00,0,49.46890023497348,"{'technical': 58.15958852533821, 'momentum': 0.366584420162134, 'volume': 73.15, 'vwap': 0.6136114651510571, 'atr_bb': 23.12185182597778, 'structure': 60.0, 'candle': 40.291351448716426, 'mtf': 82.06068387388052, 'pattern': 50.0}"
DOGEUSDT,2026-05-09 04:00:00+00:00,0,43.691356376062664,"{'technical': 51.854244838448466, 'momentum': 1.1564938044974733, 'volume': 49.6, 'vwap': 0, 'atr_bb': 33.83570939560001, 'structure': 60.0, 'candle': 44.32512375205686, 'mtf': 82.88826987650754, 'pattern': 50.0}"
WCTUSDT,2026-05-09 04:00:00+00:00,0,63.02478099325545,"{'technical': 59.54920693482782, 'momentum': 0.28571428571427404, 'volume': 56.8, 'vwap': 2.827528177409185, 'atr_bb': 55.27861667168185, 'structure': 60.0, 'candle': 45.35370182555798, 'mtf': 59.122158463915234, 'pattern': 50.0}"
BNBUSDT,2026-05-09 04:00:00+00:00,0,49.862689046625675,"{'technical': 59.70868925449155, 'momentum': 0.27468711902593673, 'volume': 67.5, 'vwap': 0.6525945695768287, 'atr_bb': 21.71868998953468, 'structure': 50.0, 'candle': 47.11439980326894, 'mtf': 81.46542875047152, 'pattern': 50.0}"
SATSUSDT,2026-05-09 04:00:00+00:00,1,46.84726781349379,"{'technical': 57.93607166054836, 'momentum': 0, 'volume': 33.85, 'vwap': 1.6847228322612362, 'atr_bb': 50.50874413645589, 'structure': 60.0, 'candle': 40.94611528822088, 'mtf': 57.51297667686246, 'pattern': 50.0}"
HYPERUSDT,2026-05-09 04:00:00+00:00,0,53.35135420459054,"{'technical': 50.20610068090384, 'momentum': 0, 'volume': 58.650000000000006, 'vwap': 2.624942989919531, 'atr_bb': 48.5959172071222, 'structure': 50.0, 'candle': 38.31780538302264, 'mtf': 42.206390863503614, 'pattern': 50.0}"
ADAUSDT,2026-05-09 04:00:00+00:00,0,59.709294183551116,"{'technical': 68.45145811935151, 'momentum': 1.250919793966157, 'volume': 31.900000000000002, 'vwap': 2.8431166710107534, 'atr_bb': 34.85128842659555, 'structure': 50.0, 'candle': 38.05577138910437, 'mtf': 83.44264528946402, 'pattern': 50.0}"
AVAXUSDT,2026-05-09 04:00:00+00:00,0,46.841979320827036,"{'technical': 68.15003251848192, 'momentum': 0.40404040404039543, 'volume': 30.0, 'vwap': 3.0068946045816043, 'atr_bb': 33.74858347335429, 'structure': 50.0, 'candle': 22.916666666666785, 'mtf': 85.26026780020364, 'pattern': 50.0}"
DOTUSDT,2026-05-09 04:00:00+00:00,0,51.43864538744304,"{'technical': 70.61570874791794, 'momentum': 0, 'volume': 37.3, 'vwap': 3.06726202772367, 'atr_bb': 38.54252315420511, 'structure': 60.0, 'candle': 20.220588235294258, 'mtf': 84.6735229524881, 'pattern': 50.0}"
TUTUSDT,2026-05-09 04:00:00+00:00,1,55.544582481797654,"{'technical': 56.585493861089354, 'momentum': 0, 'volume': 45.1, 'vwap': 2.1472308869453642, 'atr_bb': 74.96187125419704, 'structure': 50.0, 'candle': 49.17467467467473, 'mtf': 58.50589798150859, 'pattern': 50.0}"
BTCUSDT,2026-05-09 04:00:00+00:00,0,27.977458953104026,"{'technical': 49.78195515062683, 'momentum': 0.06097531316728702, 'volume': 23.05, 'vwap': 0, 'atr_bb': 19.27984799676214, 'structure': 60.0, 'candle': 31.59089194830643, 'mtf': 58.232406477151635, 'pattern': 50.0}"
ACEUSDT,2026-05-09 04:00:00+00:00,0,76.84500346419009,"{'technical': 79.09133780679116, 'momentum': 7.246376811594189, 'volume': 100, 'vwap': 10.863210241197674, 'atr_bb': 68.50791071067464, 'structure': 50.0, 'candle': 56.08974358974357, 'mtf': 66.87264742785446, 'pattern': 50.0}"
LINKUSDT,2026-05-09 04:00:00+00:00,0,53.42717501179087,"{'technical': 70.59536070040781, 'momentum': 0.867888138862118, 'volume': 28.749999999999996, 'vwap': 3.5562123768859153, 'atr_bb': 35.96801081589556, 'structure': 50.0, 'candle': 46.3334438549954, 'mtf': 86.05334920500889, 'pattern': 50.0}"
BREVUSDT,2026-05-09 04:00:00+00:00,0,62.70379520887998,"{'technical': 63.062482476930356, 'momentum': 0.07686395080708436, 'volume': 54.0, 'vwap': 3.6263904934961224, 'atr_bb': 42.77956596176283, 'structure': 60.0, 'candle': 35.316296606619154, 'mtf': 74.42498581962565, 'pattern': 50.0}"
SOLUSDT,2026-05-09 04:00:00+00:00,0,58.46168961517154,"{'technical': 74.03145013036149, 'momentum': 1.2637718729747263, 'volume': 47.099999999999994, 'vwap': 4.772131691103213, 'atr_bb': 30.74699516145024, 'structure': 60.0, 'candle': 55.828914141414266, 'mtf': 64.37164612179001, 'pattern': 50.0}"
ETHUSDT,2026-05-09 04:00:00+00:00,0,34.86021647008649,"{'technical': 47.97188363828887, 'momentum': 0, 'volume': 35.949999999999996, 'vwap': 0, 'atr_bb': 23.826748696946225, 'structure': 60.0, 'candle': 38.43703361975644, 'mtf': 51.217866428948064, 'pattern': 50.0}"
BTCUSDT,2026-05-09 12:00:00+00:00,0,42.06222646103333,"{'technical': 53.04633427068119, 'momentum': 0.17909045535949192, 'volume': 20.25, 'vwap': 0, 'atr_bb': 17.68292665008644, 'structure': 50.0, 'candle': 46.72346705042238, 'mtf': 57.54473247131525, 'pattern': 50.0}"
HYPERUSDT,2026-05-09 12:00:00+00:00,0,53.92217999937164,"{'technical': 53.96322413230777, 'momentum': 0.17825311942959512, 'volume': 47.099999999999994, 'vwap': 3.220293031911512, 'atr_bb': 46.92134027941421, 'structure': 50.0, 'candle': 41.893939393939284, 'mtf': 41.7684531810036, 'pattern': 50.0}"
BREVUSDT,2026-05-09 12:00:00+00:00,0,54.66513162524935,"{'technical': 52.10441916391612, 'momentum': 0, 'volume': 47.55, 'vwap': 0.0997226774110775, 'atr_bb': 45.0638466366636, 'structure': 60.0, 'candle': 36.904761904761806, 'mtf': 62.37445554701512, 'pattern': 50.0}"
BNBUSDT,2026-05-09 12:00:00+00:00,0,40.12890685172527,"{'technical': 56.84016533808212, 'momentum': 0, 'volume': 33.2, 'vwap': 0.13590107927514272, 'atr_bb': 20.306600607599155, 'structure': 50.0, 'candle': 37.54119573429967, 'mtf': 57.04855156720128, 'pattern': 50.0}"
DOGEUSDT,2026-05-09 12:00:00+00:00,0,45.451851296852695,"{'technical': 45.268056477275636, 'momentum': 0, 'volume': 32.300000000000004, 'vwap': 0, 'atr_bb': 33.19151868434752, 'structure': 60.0, 'candle': 30.345145204300145, 'mtf': 32.485554054872054, 'pattern': 50.0}"
DOTUSDT,2026-05-09 12:00:00+00:00,0,59.722698727052226,"{'technical': 59.404284705905575, 'momentum': 0, 'volume': 75.44999999999999, 'vwap': 0.7031316117105539, 'atr_bb': 38.14657363439542, 'structure': 60.0, 'candle': 38.33176291111432, 'mtf': 52.871159703370196, 'pattern': 50.0}"
ACEUSDT,2026-05-09 12:00:00+00:00,0,59.0869425031068,"{'technical': 66.61523209747368, 'momentum': 4.347826086956505, 'volume': 71.1, 'vwap': 0, 'atr_bb': 100, 'structure': 50.0, 'candle': 39.330939330939316, 'mtf': 60.869979559140354, 'pattern': 50.0}"
