symbol,idx,price,fwd_4h,fwd_12h,mtf_mom_5m,mtf_mom_15m,mtf_mom_1h,mtf_mom_4h,mtf_alignment,mtf_mom_divergence,mtf_mom_avg,mtf_vol_rvol_5m,mtf_vol_rvol_15m,mtf_vol_rvol_1h,mtf_vol_rvol_4h,mtf_vol_surge,mtf_atr_5m,mtf_atr_15m,mtf_atr_1h,mtf_atr_4h,mtf_vol_compression,mtf_bb_width_5m,mtf_bb_width_15m,mtf_bb_width_1h,mtf_bb_width_4h,mtf_bb_breakout_5m,mtf_bb_breakout_15m,mtf_bb_breakout_1h,mtf_bb_breakout_4h,mtf_bb_breakout_aligned,mtf_rsi_5m,mtf_rsi_15m,mtf_rsi_1h,mtf_rsi_4h,mtf_rsi_all_oversold,mtf_rsi_all_overbought,mtf_composite_score
EPICUSDT,79,0.407,20.393120393120398,-11.547911547911545,0.4973474801061013,0.2643754130865905,5.789473684210531,12.121212121212118,1,-11.623864641106016,4.668102174653836,0.5024451160744117,0.1378734165556224,0.6309488656320066,0.41605122141489104,0,0.6083540318057344,1.1788854516494958,6.0648625200310375,14.20973363932422,0.042812486655074714,1.5126919783176642,1.9318306340870017,26.584015728809447,104.9012219866984,0,0,0,0,0,57.48578380859678,54.80540936809077,50.89973292986428,42.82770183401983,0,0,75.0
EPICUSDT,80,0.49,-29.999999999999993,-31.632653061224485,0.4973474801061013,0.2643754130865905,23.30827067669172,27.937336814621403,1,-27.439989334515303,13.001832596126453,0.5024451160744117,0.1378734165556224,3.0997977231757847,1.6507998645783282,0,0.6083540318057344,1.1788854516494958,5.423571841821909,12.286253744265954,0.049515014459932984,1.5126919783176642,1.9318306340870017,36.15001454146338,105.31700662960384,0,0,1,0,0,57.48578380859678,54.80540936809077,71.22203843430599,52.152759585985585,0,0,75.0
EPICUSDT,81,0.343,2.0408163265305976,-0.5830903790087468,0.4973474801061013,0.2643754130865905,4.690831556503203,-11.13989637305699,0,11.637243853163092,-1.4218354808402738,0.5024451160744117,0.1378734165556224,0.9116137719280948,2.4799245443691778,0,0.6083540318057344,1.1788854516494958,5.807528887538351,20.40054901103168,0.029820473531215485,1.5126919783176642,1.9318306340870017,44.71158961680127,111.04003571740276,0,0,0,0,0,57.48578380859678,54.80540936809077,65.53542316826457,39.778087387170714,0,0,55.0
EPICUSDT,82,0.35,2.85714285714286,-5.142857142857132,0.4973474801061013,0.2643754130865905,-24.15841584158416,-14.004914004914005,0,14.502261485020107,-9.350401738326369,0.5024451160744117,0.1378734165556224,1.3138928351625958,1.3427017497748077,0,0.6083540318057344,1.1788854516494958,10.966702895869549,19.727764906161283,0.03083745344186133,1.5126919783176642,1.9318306340870017,46.39504183042094,114.6948353160843,0,0,0,0,0,57.48578380859678,54.80540936809077,44.36790456824053,40.5020626194521,0,0,55.0
EPICUSDT,83,0.36,-6.944444444444435,-8.055555555555548,0.4973474801061013,0.2643754130865905,-4.594594594594599,-26.53061224489796,0,27.02795972500406,-7.590870986574966,0.5024451160744117,0.1378734165556224,0.3596211513755264,0.5116508539686833,0,0.6083540318057344,1.1788854516494958,10.268462602015765,18.30581950853846,0.03323282148182316,1.5126919783176642,1.9318306340870017,51.74280999009157,115.6614697414192,0,0,0,0,0,57.48578380859678,54.80540936809077,40.98334978642871,41.58249798202808,0,0,55.0
EPICUSDT,84,0.335,1.7910447761194044,-3.5820895522388088,0.4973474801061013,0.2643754130865905,-6.371191135734063,-2.3323615160349873,0,2.829708996141089,-1.9854574396440894,0.5024451160744117,0.1378734165556224,0.4269986866971114,0.4841541532052364,0,0.6083540318057344,1.1788854516494958,9.353557597794925,18.97041264391471,0.03206857137084369,1.5126919783176642,1.9318306340870017,58.200410539237055,117.53054248266037,0,0,0,0,0,57.48578380859678,54.80540936809077,38.967022418441125,39.64428217723314,0,0,55.0
EPICUSDT,85,0.341,-2.6392961876832866,-4.985337243401763,0.4973474801061013,0.2643754130865905,1.4792899408284035,-2.571428571428558,0,3.068776051534659,-0.08260393435186564,0.5024451160744117,0.1378734165556224,0.42081814883275304,0.460319581148617,0,0.6083540318057344,1.1788854516494958,8.444722375615925,18.080466498585785,0.03364703183146953,1.5126919783176642,1.9318306340870017,61.17334309810661,113.87664673175928,0,0,0,0,0,57.48578380859678,54.80540936809077,41.39518106339332,40.362746349781276,0,0,55.0
EPICUSDT,86,0.332,-0.3012048192771087,-3.0120481927710867,0.4973474801061013,0.2643754130865905,-1.4409221902017144,-7.77777777777777,0,8.275125257883872,-2.114244268696698,0.5024451160744117,0.1378734165556224,0.6051750647739707,0.3389354318757891,0,0.6083540318057344,1.1788854516494958,7.320534428659907,17.738964713474783,0.03429478786569882,1.5126919783176642,1.9318306340870017,39.62988767493281,102.3622816958521,0,0,0,0,0,57.48578380859678,54.80540936809077,42.039132334498085,39.601243621404954,0,0,55.0
EPICUSDT,87,0.331,-2.4169184290030232,-4.531722054380668,0.4973474801061013,0.2643754130865905,0.2915451895043572,-1.1940298507462697,0,1.691377330852371,-0.035190442012305145,0.5024451160744117,0.1378734165556224,1.1889828542113032,0.5360243143085078,0,0.6083540318057344,1.1788854516494958,6.473174185038482,17.017991304134046,0.03574769906351708,1.5126919783176642,1.9318306340870017,11.419020702104886,82.2987394556695,0,0,0,0,0,57.48578380859678,54.80540936809077,44.161784834797025,39.512044119958496,0,0,55.0
EPICUSDT,88,0.323,0.30959752321981454,-0.30959752321981454,0.4973474801061013,0.2643754130865905,-4.692082111436954,-5.278592375366573,0,5.775939855472674,-2.3022378984027085,0.5024451160744117,0.1378734165556224,1.3159605762577187,0.5820927245909915,0,0.6083540318057344,1.1788854516494958,6.3141986349610795,16.702436218860857,0.03642307169050968,1.5126919783176642,1.9318306340870017,10.50715913093437,56.08895081151757,0,0,0,0,0,57.48578380859678,54.80540936809077,39.1368143382792,38.75988325524325,0,0,55.0
