ts,symbol,horizon_hours,signal_close,horizon_close,return_pct,label
2026-07-20 12:55:27.136398+00:00,ZECUSDT,12,536.8,550.15,2.48695976154993,FLAT
2026-07-20 12:55:27.136398+00:00,USDCUSDT,12,1.00085,1.00072,-0.0129889593845195,FLAT
2026-07-20 12:55:27.136398+00:00,MNTUSDT,12,0.4228,0.43,1.7029328287606398,FLAT
2026-07-20 12:55:27.136398+00:00,HYPEUSDT,12,61.199,62.977,2.905276230003756,FLAT
2026-07-20 12:55:27.136398+00:00,USD1USDT,12,0.99996,0.99971,-0.0250010000399988,FLAT
2026-07-20 12:55:27.136398+00:00,ACEUSDT,12,0.1415,0.1008,-28.76325088339222,DUMP
2026-07-20 12:55:27.136398+00:00,DRAMBUSDT,12,54.05,55.85,3.3302497687326635,FLAT
2026-07-20 12:55:27.136398+00:00,BANKUSDT,12,0.2819,0.281,-0.3192621496984592,FLAT
2026-07-20 12:55:27.136398+00:00,PAXGUSDT,12,4008.13,4064.49,1.4061420163517568,FLAT
2026-07-20 12:55:27.136398+00:00,XAUTUSDT,12,4010.0,4067.0,1.4214463840399003,FLAT
2026-07-20 12:55:27.136398+00:00,TLMUSDT,12,0.001995,0.001748,-12.380952380952372,DUMP
2026-07-20 12:55:27.136398+00:00,GOOGLBUSDT,12,349.08,356.96,2.257362209235704,FLAT
2026-07-20 12:55:27.136398+00:00,HYPERUSDT,12,0.0661,0.0674,1.9667170953101292,FLAT
2026-07-20 12:55:27.136398+00:00,SOXLBUSDT,12,144.74,150.73,4.1384551609782925,FLAT
2026-07-20 12:55:27.136398+00:00,KITEUSDT,12,0.1117,0.1139,1.9695613249776256,FLAT
2026-07-20 12:55:27.136398+00:00,WLFIUSDT,12,0.0569,0.0571,0.3514938488576429,FLAT
2026-07-20 12:55:27.136398+00:00,BRUSDT,12,0.15094,0.14981,-0.7486418444414947,FLAT
2026-07-20 12:55:27.136398+00:00,WCTUSDT,12,0.04147,0.04291,3.472389679286223,FLAT
2026-07-20 12:55:27.136398+00:00,RECALLUSDT,12,0.0413,0.03707,-10.242130750605336,DUMP
2026-07-20 12:55:27.136398+00:00,NBISBUSDT,12,187.39,193.56,3.292598324350294,FLAT
2026-07-20 12:55:27.136398+00:00,ESPUSDT,12,0.07154,0.0712,-0.4752585965893304,FLAT
2026-07-20 12:55:27.136398+00:00,BILLUSDT,12,0.02452,0.02449,-0.1223491027732413,FLAT
2026-07-20 12:55:27.136398+00:00,ALICEUSDT,12,0.1311,0.123,-6.17848970251716,FLAT
2026-07-20 12:55:27.136398+00:00,CBRSBUSDT,12,176.37,179.64,1.854056812383048,FLAT
2026-07-20 12:55:27.136398+00:00,XLMUSDT,12,0.1878,0.1919,2.1831735889243835,FLAT
2026-07-20 12:55:27.136398+00:00,QCOMBUSDT,12,175.43,174.14,-0.7353360314655535,FLAT
2026-07-20 12:55:27.136398+00:00,HBARUSDT,12,0.06641,0.06749,1.6262611052552292,FLAT
2026-07-20 12:55:27.136398+00:00,FDUSDUSDT,12,0.998,0.9986,0.0601202404809664,FLAT
2026-07-20 12:55:27.136398+00:00,GLWBUSDT,12,159.84,159.59,-0.1564064064064064,FLAT
2026-07-20 12:55:27.136398+00:00,HOMEUSDT,12,0.00788,0.00692,-12.182741116751268,DUMP
2026-07-20 12:55:27.136398+00:00,SPYBUSDT,12,747.95,747.13,-0.1096329968580854,FLAT
2026-07-20 12:55:27.136398+00:00,ZEREBROUSDT,12,0.036981,0.036754,-0.6138287228576783,FLAT
2026-07-20 12:55:27.136398+00:00,GROVEUSDT,12,0.011581,0.012234,5.638545894136956,FLAT
2026-07-20 13:22:27.941381+00:00,ZECUSDT,12,535.66,550.17,2.7088078258596857,FLAT
2026-07-20 13:22:27.941381+00:00,USDCUSDT,12,1.00087,1.00071,-0.0159860920998669,FLAT
2026-07-20 13:22:27.941381+00:00,MNTUSDT,12,0.4253,0.4301,1.128615095226892,FLAT
2026-07-20 13:22:27.941381+00:00,HYPEUSDT,12,61.192,62.977,2.917047980128116,FLAT
2026-07-20 13:22:27.941381+00:00,USD1USDT,12,0.99997,0.99972,-0.0250007500224979,FLAT
2026-07-20 13:22:27.941381+00:00,ACEUSDT,12,0.1295,0.1012,-21.853281853281857,DUMP
2026-07-20 13:22:27.941381+00:00,DRAMBUSDT,12,54.4,55.85,2.6654411764705936,FLAT
2026-07-20 13:22:27.941381+00:00,BANKUSDT,12,0.2725,0.2812,3.19266055045871,FLAT
2026-07-20 13:22:27.941381+00:00,PAXGUSDT,12,4008.56,4064.5,1.395513600894088,FLAT
2026-07-20 13:22:27.941381+00:00,XAUTUSDT,12,4011.4,4067.0,1.3860497581891589,FLAT
2026-07-20 13:22:27.941381+00:00,TLMUSDT,12,0.001947,0.001748,-10.220852593733948,DUMP
2026-07-20 13:22:27.941381+00:00,GOOGLBUSDT,12,350.64,356.96,1.802418434861965,FLAT
2026-07-20 13:22:27.941381+00:00,HYPERUSDT,12,0.0663,0.0674,1.659125188536959,FLAT
2026-07-20 13:22:27.941381+00:00,SOXLBUSDT,12,145.9,150.73,3.310486634681278,FLAT
2026-07-20 13:22:27.941381+00:00,KITEUSDT,12,0.1119,0.114,1.876675603217162,FLAT
2026-07-20 13:22:27.941381+00:00,WLFIUSDT,12,0.0569,0.0571,0.3514938488576429,FLAT
2026-07-20 13:22:27.941381+00:00,BRUSDT,12,0.15337,0.14981,-2.3211840646801902,FLAT
2026-07-20 13:22:27.941381+00:00,WCTUSDT,12,0.04152,0.04291,3.347784200385345,FLAT
2026-07-20 13:22:27.941381+00:00,RECALLUSDT,12,0.04104,0.03707,-9.67348927875244,FLAT
2026-07-20 13:22:27.941381+00:00,NBISBUSDT,12,189.75,193.56,2.0079051383399222,FLAT
2026-07-20 13:22:27.941381+00:00,ESPUSDT,12,0.0713,0.0712,-0.1402524544179563,FLAT
2026-07-20 13:22:27.941381+00:00,BILLUSDT,12,0.02463,0.02446,-0.6902151847340643,FLAT
2026-07-20 13:22:27.941381+00:00,ALICEUSDT,12,0.1269,0.123,-3.073286052009468,FLAT
2026-07-20 13:22:27.941381+00:00,CBRSBUSDT,12,176.3,179.64,1.894498014747575,FLAT
2026-07-20 13:22:27.941381+00:00,XLMUSDT,12,0.1868,0.1918,2.6766595289079254,FLAT
2026-07-20 13:22:27.941381+00:00,QCOMBUSDT,12,175.7,174.14,-0.8878770631758693,FLAT
2026-07-20 13:22:27.941381+00:00,HBARUSDT,12,0.06628,0.0675,1.840675920337958,FLAT
2026-07-20 13:22:27.941381+00:00,GLWBUSDT,12,159.46,159.59,0.0815251473723789,FLAT
2026-07-20 13:22:27.941381+00:00,FDUSDUSDT,12,0.9979,0.9986,0.0701473093496376,FLAT
2026-07-20 13:22:27.941381+00:00,HOMEUSDT,12,0.00784,0.00694,-11.479591836734691,DUMP
2026-07-20 13:22:27.941381+00:00,SPYBUSDT,12,748.3,747.13,-0.1563544033141733,FLAT
2026-07-20 13:22:27.941381+00:00,ZEREBROUSDT,12,0.037636,0.036988,-1.7217557657561982,FLAT
2026-07-20 13:22:27.941381+00:00,GROVEUSDT,12,0.011579,0.012239,5.699974091026851,FLAT
2026-07-20 13:24:11.722670+00:00,ZECUSDT,12,535.01,550.31,2.8597596306611006,FLAT
2026-07-20 13:24:11.722670+00:00,USDCUSDT,12,1.00087,1.00072,-0.0149869613436182,FLAT
2026-07-20 13:24:11.722670+00:00,MNTUSDT,12,0.4248,0.4301,1.2476459510357747,FLAT
2026-07-20 13:24:11.722670+00:00,HYPEUSDT,12,61.131,62.977,3.019744483159112,FLAT
2026-07-20 13:24:11.722670+00:00,USD1USDT,12,0.99998,0.99972,-0.0260005200103929,FLAT
2026-07-20 13:24:11.722670+00:00,ACEUSDT,12,0.126,0.1014,-19.52380952380952,DUMP
2026-07-20 13:24:11.722670+00:00,DRAMBUSDT,12,54.43,55.85,2.608855410619147,FLAT
2026-07-20 13:24:11.722670+00:00,BANKUSDT,12,0.2737,0.2802,2.3748629886737325,FLAT
2026-07-20 13:24:11.722670+00:00,PAXGUSDT,12,4008.12,4064.37,1.4034010957755756,FLAT
2026-07-20 13:24:11.722670+00:00,XAUTUSDT,12,4011.0,4066.9,1.3936674146098254,FLAT
2026-07-20 13:24:11.722670+00:00,TLMUSDT,12,0.001937,0.001748,-9.757356737222503,FLAT
2026-07-20 13:24:11.722670+00:00,GOOGLBUSDT,12,351.24,356.96,1.6285161143377662,FLAT
2026-07-20 13:24:11.722670+00:00,HYPERUSDT,12,0.0662,0.0674,1.812688821752276,FLAT
2026-07-20 13:24:11.722670+00:00,SOXLBUSDT,12,145.42,150.83,3.720258561408353,FLAT
2026-07-20 13:24:11.722670+00:00,KITEUSDT,12,0.1118,0.1138,1.7889087656529534,FLAT
2026-07-20 13:24:11.722670+00:00,WLFIUSDT,12,0.0569,0.057,0.1757469244288275,FLAT
2026-07-20 13:24:11.722670+00:00,BRUSDT,12,0.15291,0.14995,-1.9357792165325949,FLAT
2026-07-20 13:24:11.722670+00:00,WCTUSDT,12,0.04146,0.04291,3.497346840328027,FLAT
2026-07-20 13:24:11.722670+00:00,RECALLUSDT,12,0.04074,0.03707,-9.00834560628375,FLAT
2026-07-20 13:24:11.722670+00:00,NBISBUSDT,12,189.83,193.59,1.9807195912131856,FLAT
2026-07-20 13:24:11.722670+00:00,ESPUSDT,12,0.07146,0.0712,-0.3638399104394015,FLAT
2026-07-20 13:24:11.722670+00:00,BILLUSDT,12,0.02461,0.02444,-0.6907761072734662,FLAT
2026-07-20 13:24:11.722670+00:00,ALICEUSDT,12,0.1266,0.123,-2.843601895734591,FLAT
2026-07-20 13:24:11.722670+00:00,CBRSBUSDT,12,176.02,180.13,2.334961936143612,FLAT
2026-07-20 13:24:11.722670+00:00,XLMUSDT,12,0.187,0.1918,2.5668449197860954,FLAT
2026-07-20 13:24:11.722670+00:00,QCOMBUSDT,12,175.25,174.14,-0.6333808844507923,FLAT
2026-07-20 13:24:11.722670+00:00,HBARUSDT,12,0.06628,0.0675,1.840675920337958,FLAT
2026-07-20 13:24:11.722670+00:00,GLWBUSDT,12,159.44,159.49,0.0313597591570568,FLAT
2026-07-20 13:24:11.722670+00:00,FDUSDUSDT,12,0.998,0.9985,0.0501002004008072,FLAT
2026-07-20 13:24:11.722670+00:00,HOMEUSDT,12,0.00784,0.00694,-11.479591836734691,DUMP
2026-07-20 13:24:11.722670+00:00,SPYBUSDT,12,748.15,746.83,-0.1764352068435389,FLAT
2026-07-20 13:24:11.722670+00:00,ZEREBROUSDT,12,0.037686,0.036988,-1.8521466857718976,FLAT
2026-07-20 13:24:11.722670+00:00,GROVEUSDT,12,0.011586,0.012239,5.636112549628854,FLAT
2026-07-21 07:57:21.344289+00:00,USDCUSDT,12,1.00073,1.00048,-0.024981763312767826,FLAT
2026-07-21 07:57:21.344289+00:00,ZECUSDT,12,549.94,511.55,-6.980761537622293,FLAT
2026-07-21 07:57:21.344289+00:00,MNTUSDT,12,0.4299,0.4203,-2.233077459874389,FLAT
2026-07-21 07:57:21.344289+00:00,HYPEUSDT,12,62.96,58.916,-6.423125794155025,FLAT
2026-07-21 07:57:21.344289+00:00,USD1USDT,12,0.99971,0.99978,0.007002030588872223,FLAT
2026-07-21 07:57:21.344289+00:00,ACEUSDT,12,0.1017,0.09,-11.504424778761065,DUMP
2026-07-21 07:57:21.344289+00:00,PAXGUSDT,12,4064.31,4116.93,1.294684706629178,FLAT
2026-07-21 07:57:21.344289+00:00,DRAMBUSDT,12,55.86,58.42,4.582885785893309,FLAT
2026-07-21 07:57:21.344289+00:00,XAUTUSDT,12,4067.4,4119.0,1.2686236908098516,FLAT
2026-07-21 07:57:21.344289+00:00,GOOGLBUSDT,12,356.14,331.38,-6.952322120514403,FLAT
2026-07-21 07:57:21.344289+00:00,BANKUSDT,12,0.2798,0.2255,-19.406719085060754,DUMP
2026-07-21 07:57:21.344289+00:00,HYPERUSDT,12,0.0673,0.0664,-1.3372956909361042,FLAT
2026-07-21 07:57:21.344289+00:00,TOWNSUSDT,12,0.00218,0.00208,-4.587155963302765,FLAT
2026-07-21 07:57:21.344289+00:00,SOXLBUSDT,12,150.6,160.66,6.6799468791500685,FLAT
2026-07-21 07:57:21.344289+00:00,WLFIUSDT,12,0.0571,0.0564,-1.2259194395796833,FLAT
2026-07-21 07:57:21.344289+00:00,OPNUSDT,12,0.0636,0.0705,10.849056603773567,PUMP
2026-07-21 07:57:21.344289+00:00,ESPUSDT,12,0.07127,0.07248,1.6977690472849767,FLAT
2026-07-21 07:57:21.344289+00:00,NBISBUSDT,12,193.38,223.98,15.823766677008996,PUMP
2026-07-21 07:57:21.344289+00:00,WCTUSDT,12,0.04292,0.04219,-1.7008387698042904,FLAT
2026-07-21 07:57:21.344289+00:00,HBARUSDT,12,0.06748,0.07296,8.120924718435091,FLAT
2026-07-21 07:57:21.344289+00:00,XLMUSDT,12,0.1919,0.1881,-1.9801980198019793,FLAT
2026-07-21 07:57:21.344289+00:00,BRUSDT,12,0.14994,0.14875,-0.7936507936507915,FLAT
2026-07-21 07:57:21.344289+00:00,RECALLUSDT,12,0.03707,0.03859,4.100350687887781,FLAT
2026-07-21 07:57:21.344289+00:00,CBRSBUSDT,12,179.64,208.9,16.288131819193953,PUMP
2026-07-21 07:57:21.344289+00:00,FDUSDUSDT,12,0.9986,0.9985,-0.010014019627477368,FLAT
2026-07-21 07:57:21.344289+00:00,ALICEUSDT,12,0.1232,0.1244,0.9740259740259681,FLAT
2026-07-21 07:57:21.344289+00:00,KITEUSDT,12,0.114,0.1195,4.824561403508764,FLAT
2026-07-21 07:57:21.344289+00:00,QCOMBUSDT,12,174.08,176.36,1.309742647058824,FLAT
2026-07-21 07:57:21.344289+00:00,VIRTUALUSDT,12,0.661,0.6292,-4.810892586989417,FLAT
2026-07-21 07:57:21.344289+00:00,GLWBUSDT,12,159.87,155.26,-2.8835929192468965,FLAT
2026-07-21 07:57:21.344289+00:00,ONDOUSDT,12,0.391,0.4146,6.035805626598468,FLAT
2026-07-21 07:57:21.344289+00:00,SPYBUSDT,12,747.13,746.83,-0.0401536546517948,FLAT
2026-07-21 07:57:21.344289+00:00,BILLUSDT,12,0.02445,0.02484,1.5950920245398834,FLAT
