symbol,label,score,peak,dd,rvol_1h,m6,rsi_1h,btc_corr_2d,btc_corr_4d,independent_mover,prefilter_score,rsi_value,rsi_divergence,macd_hist,macd_divergence,ema_alignment,rvol,volume_spike,vwap_distance_pct,price_above_vwap,atr_pct,atr_expanding,bb_squeeze,bb_breakout_above,momentum_1_pct,momentum_3_pct,momentum_6_pct,momentum_12_pct,momentum_acceleration,higher_highs,higher_lows,bos_up,in_range,candle_strength,big_wick_top,power_streak,mtf_alignment,btc_state,btc_momentum_12_pct
TLMUSDT,1,100.0,7.53,-1.19,19.77,0.46,60.6,0.0,0.0,False,65.0,60.60110913059245,0.0,6.645047863675237e-07,0.0,0.0,19.766,1.0,1.223416488396418,1.0,2.3815405166318677,0.0,0.0,0.0,4.1306436119116094,2.7488151658767723,0.46339202965707094,4.23076923076923,4.973096908230818,0.0,0.0,0.0,0.0,0.3997897863877237,1.0,0.0,0.5,1.0,2.1746816645075655
TLMUSDT,0,3.0,3.79,-3.5,0.56,0.47,52.5,0.0,0.0,False,70.0,52.542741913644356,0.0,-5.700013485240295e-07,0.0,0.0,0.557,0.0,-1.3206924724515428,0.0,2.354280025820861,0.0,0.0,0.0,-0.0942507068803141,-2.214022140221396,0.47393364928910076,-3.811252268602536,-4.9628373060981685,1.0,1.0,0.0,0.0,0.38640873015873106,0.0,0.0,0.5,1.0,2.1746816645075655
TLMUSDT,1,33.0,5.7,-0.18,0.27,-0.71,38.9,0.0,0.0,False,50.0,38.88524713338605,0.0,-6.966244150464905e-06,0.0,0.0,0.27,0.0,-6.402390448616193,0.0,2.2311381498164327,0.0,0.0,0.0,1.8769551616266948,2.410901467505243,-0.7113821138211445,-8.00376647834275,5.4596819553101295,1.0,0.0,0.0,0.0,0.6697691197691196,0.0,1.0,0.5,1.0,2.1746816645075655
TLMUSDT,1,6.0,3.17,-1.74,0.27,0.73,36.8,0.0,0.0,False,70.0,36.77666335945551,0.0,-5.491434834740886e-06,0.0,0.0,0.268,0.0,-7.15831607567899,0.0,2.1943392592103392,0.0,0.0,0.0,-0.9211873080859776,0.1034126163391959,0.7284079084287152,-7.456978967495225,-0.5209370194568426,1.0,0.0,0.0,0.0,0.595959595959596,0.0,0.0,0.5,1.0,2.1746816645075655
TLMUSDT,0,6.0,0.53,-3.07,0.27,0.73,36.8,0.0,0.0,False,70.0,36.77666335945551,0.0,-5.491434834740886e-06,0.0,0.0,0.268,0.0,-7.15831607567899,0.0,2.1943392592103392,0.0,0.0,0.0,-0.9211873080859776,0.1034126163391959,0.7284079084287152,-7.456978967495225,-0.5209370194568426,1.0,0.0,0.0,0.0,0.595959595959596,0.0,0.0,0.5,1.0,2.1746816645075655
TLMUSDT,0,20.0,0.47,-2.35,0.2,-1.64,36.7,0.0,0.0,False,60.0,36.73618416739195,0.0,-9.163722128261966e-07,0.0,0.0,0.203,0.0,-2.835937001968774,0.0,1.8939235527849498,0.0,0.0,0.0,0.1041666666666692,0.0,-1.6376663254861776,-2.3373983739837416,1.6376663254861776,0.0,0.0,0.0,0.0,0.3195512820512839,1.0,0.0,0.5,1.0,2.1746816645075655
TLMUSDT,0,6.0,1.71,-2.85,0.11,3.97,42.2,0.0,0.0,False,60.0,42.22088116260478,0.0,-1.3076138027234405e-06,1.0,0.0,0.107,0.0,-2.953258747110638,0.0,2.0512841863326146,0.0,0.0,0.0,0.0,-0.6329113924050558,3.973509933774835,-5.6112224448897745,-5.268672981809023,0.0,0.0,0.0,0.0,0.34294871794871784,0.0,0.0,0.5,1.0,2.1746816645075655
TLMUSDT,0,28.0,0.51,-3.57,0.49,-4.1,37.1,0.0,0.0,False,60.0,37.1349966812628,0.0,-3.8152639973159715e-06,0.0,-1.0,0.486,0.0,-2.5307904499054614,0.0,2.1394732091687034,0.0,0.0,0.0,1.022727272727273,-0.5592841163310976,-4.0992448759439,-6.124604012671594,3.000586433830708,0.0,0.0,0.0,0.0,0.4729166666666672,0.0,0.0,0.5,1.0,2.1746816645075655
TLMUSDT,0,28.0,2.85,-2.2,0.49,-4.1,37.1,0.0,0.0,False,60.0,37.1349966812628,0.0,-3.8152639973159715e-06,0.0,-1.0,0.486,0.0,-2.5307904499054614,0.0,2.1394732091687034,0.0,0.0,0.0,1.022727272727273,-0.5592841163310976,-4.0992448759439,-6.124604012671594,3.000586433830708,0.0,0.0,0.0,0.0,0.4729166666666672,0.0,0.0,0.5,1.0,2.1746816645075655
TLMUSDT,0,31.0,1.85,-5.29,0.18,0.11,40.8,0.0,0.0,False,65.0,40.76668722455828,0.0,-1.3543449728537812e-06,0.0,-1.0,0.183,0.0,-1.5376187727096176,0.0,1.9592263411324944,0.0,0.0,0.0,1.7123287671232796,0.7918552036199042,0.1123595505618005,-4.39914163090129,1.4660125069906829,0.0,0.0,0.0,0.0,0.5648148148148143,0.0,1.0,0.5,1.0,2.1746816645075655
