symbol,idx,direction,win,pnl,reason,adj_conf
ALICEUSDT,180,LONG,True,7.776340110905721,be_lock,66.41462239210652
ALICEUSDT,210,LONG,True,17.238161559888574,be_lock,70.49376379550512
ALICEUSDT,306,LONG,True,11.668530947054444,be_lock,62.593152606848676
RESOLVUSDT,102,LONG,True,0.8092105263157771,be_lock,65.02851323522496
RESOLVUSDT,180,LONG,True,1.9999999999999927,be_lock,77.56660350839338
TOWNSUSDT,180,LONG,True,4.691304347826076,be_lock,60.47298376187739
BANKUSDT,162,LONG,True,2.000000000000007,be_lock,74.29773087533933
BANKUSDT,354,LONG,True,0.44312796208530725,be_lock,84.16264418485832
BANKUSDT,360,LONG,True,0.4128440366972468,be_lock,76.65251233068824
